idade,imc,filhos,genero,regiao,fumante,encargos
46,37.96,0,masculino,Leste,sim,3866.26
31,29.41,4,feminino,Oeste,não,2472.54
41,28.38,4,masculino,Leste,sim,5057.43
45,35.15,3,masculino,Sul,não,2051.18
61,24.87,2,feminino,Norte,sim,3539.39
43,28.46,2,masculino,Norte,sim,3038.86
38,21.42,2,feminino,Oeste,não,1591.09
30,28.42,1,feminino,Leste,sim,3449.3
42,30.0,1,masculino,Sul,não,1589.56
23,23.65,0,masculino,Oeste,não,1018.19
52,37.97,2,masculino,Sul,sim,5003.9
30,25.77,3,feminino,Sul,não,2513.01
61,23.0,3,feminino,Sul,sim,4762.59
33,34.43,3,feminino,Norte,não,2016.43
39,31.08,1,feminino,Leste,sim,3947.58
54,34.59,1,masculino,Sul,sim,3928.8
62,27.43,4,feminino,Oeste,não,2729.26
30,28.58,2,masculino,Oeste,sim,3849.49
52,28.53,2,masculino,Oeste,não,1732.88
23,37.51,2,masculino,Norte,não,2701.6
38,34.33,4,feminino,Leste,não,2935.39
49,34.57,3,masculino,Oeste,não,1820.64
52,43.1,3,feminino,Sul,não,3465.88
41,23.66,4,masculino,Leste,não,1841.63
37,25.81,4,feminino,Oeste,sim,3474.23
39,34.65,2,masculino,Leste,não,1742.28
24,31.89,4,feminino,Oeste,sim,3930.86
22,29.5,2,feminino,Leste,não,1747.41
27,30.15,0,feminino,Oeste,não,1427.61
42,29.08,2,feminino,Norte,sim,4074.4
50,33.11,0,masculino,Leste,sim,3133.58
28,30.19,1,feminino,Norte,sim,3041.61
44,32.63,1,masculino,Oeste,não,741.1
45,35.1,2,masculino,Sul,não,1524.22
34,35.99,1,masculino,Oeste,sim,3523.86
52,29.51,2,feminino,Oeste,sim,4336.57
40,34.25,4,feminino,Sul,sim,4270.95
46,25.61,4,masculino,Sul,não,2347.14
46,23.99,1,masculino,Leste,sim,3205.7
32,32.42,1,masculino,Leste,não,1418.65
55,36.73,2,masculino,Sul,sim,4131.29
43,35.28,0,feminino,Norte,sim,3368.31
23,18.7,0,feminino,Norte,não,280.01
20,29.0,3,masculino,Norte,não,2586.6
53,25.83,1,feminino,Leste,sim,3483.96
29,32.66,1,feminino,Sul,não,1797.47
31,23.07,2,feminino,Leste,não,933.86
53,25.44,1,masculino,Norte,sim,3218.78
49,32.05,2,masculino,Norte,não,2225.42
48,25.65,1,masculino,Oeste,não,892.23
23,33.72,2,feminino,Sul,sim,3639.08
47,31.58,0,feminino,Sul,sim,3740.09
